Serial,Bin,X,Y,X_old,Y_old,VTH,GET VTH <1.5V,GET VTH >6V,VFSD,BVDSS_2,BVDSS_1,BVDSS bin2,Delta3,IPD_10V,IDSS1,IDSS2,IDSS3,Wafer_ID
215,2,4,6,47,0,2.288,2.2,2.288,0.5014,21.279,20.955,20.954,0.324,30.788,0.038,0.041,0.052,9
216,2,4,5,48,0,2.202,2.2,2.202,0.5502,21.768,21.148,21.144,0.62,31.264,0.03,0.029,0.032,9
217,2,4,4,49,0,2.2,2.2,2.2,0.5328,21.642,21.079,21.077,0.563,31.253,0.032,0.03,0.035,9
218,2,4,3,50,0,2.259,2.2,2.259,0.5096,21.436,21.015,21.015,0.421,31.352,0.032,0.03,0.033,9
219,2,4,2,51,0,2.255,2.2,2.255,0.505,21.395,20.954,20.949,0.441,31.436,0.032,0.03,0.033,9
220,2,4,1,52,0,2.362,2.3,2.362,0.5127,21.445,21.018,21.019,0.427,31.605,0.032,0.029,0.033,9
221,2,5,13,53,0,2.264,2.2,2.264,0.5044,21.398,20.945,20.944,0.453,31.403,0.032,0.03,0.033,9
222,2,5,12,54,0,2.279,2.2,2.279,0.5108,21.433,20.968,20.967,0.465,31.429,0.033,0.032,0.036,9
223,2,5,11,55,0,2.284,2.2,2.284,0.4997,21.226,20.929,20.929,0.297,31.261,0.033,0.03,0.033,9
224,2,5,10,56,0,2.323,2.3,2.323,0.5075,21.413,20.983,20.983,0.43,31.509,0.032,0.03,0.035,9
225,2,5,9,57,0,2.338,2.3,2.338,0.5026,21.368,20.978,20.974,0.39,31.637,0.032,0.03,0.033,9
226,2,5,8,58,0,2.34,2.3,2.34,0.5006,21.276,20.995,20.995,0.281,31.705,0.032,0.029,0.032,9
227,2,5,7,59,0,2.217,2.2,2.217,0.5,21.474,21.039,21.038,0.435,31.09,0.032,0.032,0.036,9
228,2,5,6,60,0,2.233,2.2,2.233,0.5167,21.603,21.129,21.126,0.474,31.198,0.03,0.029,0.033,9
229,2,5,5,61,0,2.205,2.2,2.205,0.5151,21.931,21.311,21.31,0.62,31.093,0.032,0.03,0.035,9
230,2,5,4,62,0,2.314,2.3,2.314,0.6481,21.509,20.996,20.994,0.513,31.053,0.032,0.03,0.035,9
231,2,5,3,63,0,2.337,2.3,2.337,0.5056,21.478,21.031,21.03,0.447,31.482,0.032,0.03,0.033,9
232,2,5,2,64,0,2.321,2.3,2.321,0.5053,21.465,20.994,20.992,0.471,31.378,0.032,0.03,0.033,9
233,2,5,1,65,0,2.338,2.3,2.338,0.5182,21.509,21.037,21.039,0.472,30.848,0.033,0.032,0.036,9
234,2,6,13,66,0,2.304,2.3,2.304,0.5256,21.512,20.905,20.908,0.607,31.62,0.075,0.15,0.241,9
235,2,6,12,67,0,2.36,2.3,2.36,0.5171,21.439,21.029,21.027,0.41,31.503,0.047,0.064,0.09,9
236,2,6,11,68,0,2.377,2.3,2.377,0.533,21.706,21.066,21.065,0.64,31.711,0.032,0.029,0.033,9
237,2,6,10,69,0,2.376,2.3,2.376,0.5029,21.333,20.982,20.98,0.351,31.676,0.032,0.03,0.033,9
238,2,6,9,70,0,2.356,2.3,2.356,0.5121,21.418,21.005,21.005,0.413,31.818,0.032,0.029,0.035,9
239,2,6,8,71,0,2.367,2.3,2.367,0.5038,21.483,21.031,21.029,0.452,31.546,0.053,0.087,0.128,9
240,2,6,7,72,0,2.353,2.3,2.353,0.5022,21.298,20.99,20.991,0.308,31.537,0.032,0.03,0.033,9
241,1,6,6,73,0,2.338,2.3,2.338,0.5008,21.157,20.896,20.893,0.261,31.679,0.03,0.029,0.033,9
242,2,6,5,74,0,2.218,2.2,2.218,0.5045,21.432,20.976,20.974,0.456,31.065,0.036,0.039,0.052,9
243,2,6,4,75,0,2.249,2.2,2.249,0.4999,21.28,20.983,20.982,0.297,30.746,0.035,0.032,0.036,9
244,2,6,3,76,0,2.229,2.2,2.229,0.5147,21.667,21.134,21.128,0.533,30.731,0.032,0.03,0.035,9
245,2,6,2,77,0,2.273,2.2,2.273,0.5403,21.684,21.037,21.033,0.647,30.771,0.033,0.032,0.035,9
246,2,6,1,78,0,2.356,2.3,2.356,0.5159,21.614,21.051,21.051,0.563,31.129,0.033,0.032,0.036,9
247,1,7,13,79,0,2.31,2.3,2.31,0.5009,21.169,20.896,20.896,0.273,31.998,0.032,0.03,0.033,9
248,2,7,12,80,0,2.273,2.2,2.273,0.5006,21.227,20.908,20.906,0.319,31.508,0.033,0.033,0.039,9
249,2,7,11,81,0,2.292,2.2,2.292,0.5079,21.434,20.977,20.977,0.457,31.515,0.032,0.032,0.038,9
250,2,7,10,82,0,2.291,2.2,2.291,0.5075,21.478,20.944,20.943,0.534,31.499,0.039,0.055,0.079,9
251,2,7,9,83,0,2.34,2.3,2.34,0.5094,21.431,20.997,20.995,0.434,31.613,0.032,0.03,0.033,9
252,2,7,8,84,0,2.344,2.3,2.344,0.505,21.345,20.948,20.946,0.397,31.747,0.032,0.03,0.033,9
253,2,7,7,85,0,2.328,2.3,2.328,0.5017,21.344,21,20.997,0.344,31.755,0.032,0.03,0.033,9
254,2,7,6,86,0,2.346,2.3,2.346,0.5038,21.415,21.021,21.021,0.394,31.634,0.032,0.03,0.035,9
255,2,7,5,87,0,2.266,2.2,2.266,0.527,21.842,21.045,21.045,0.797,23.838,0.035,0.05,0.064,9
256,2,7,4,88,0,2.228,2.2,2.228,0.5224,21.672,21.054,21.054,0.618,31.122,0.032,0.03,0.033,9
257,2,7,3,89,0,2.243,2.2,2.243,0.4993,21.57,21.28,21.276,0.29,30.993,0.03,0.03,0.035,9
258,2,7,2,90,0,2.272,2.2,2.272,0.5239,22.07,21.556,21.549,0.514,30.467,0.032,0.029,0.032,9
259,2,7,1,91,0,2.25,2.2,2.25,0.5036,21.601,21.149,21.141,0.452,31.153,0.03,0.029,0.032,9
260,2,8,13,92,0,2.397,2.3,2.397,0.5059,22.295,21.886,21.871,0.409,30.752,0.029,0.027,0.03,9
261,2,8,12,93,0,2.34,2.3,2.34,0.5073,21.99,21.482,21.472,0.508,31.755,0.029,0.027,0.03,9
262,2,8,11,94,0,2.304,2.3,2.304,0.5131,21.694,21.203,21.198,0.491,31.583,0.033,0.036,0.047,9
263,2,8,10,95,0,2.274,2.2,2.274,0.5032,21.382,20.929,20.927,0.453,31.871,0.061,0.105,0.158,9
264,2,8,9,96,0,2.291,2.2,2.291,0.4986,21.209,20.911,20.909,0.298,31.748,0.033,0.03,0.033,9
265,2,8,8,97,0,2.308,2.3,2.308,0.5039,21.575,21.153,21.15,0.422,31.575,0.032,0.029,0.032,9
266,2,8,7,98,0,2.291,2.2,2.291,0.4988,21.319,21.003,20.999,0.316,31.699,0.032,0.029,0.033,9
267,2,8,6,99,0,2.295,2.2,2.295,0.5071,21.359,20.908,20.909,0.451,31.825,0.033,0.03,0.033,9
268,2,8,5,100,0,2.298,2.2,2.298,0.5036,21.344,20.936,20.934,0.408,31.734,0.033,0.03,0.033,9
269,1,8,4,101,0,2.327,2.3,2.327,0.498,21.125,20.885,20.884,0.24,31.768,0.032,0.03,0.033,9
270,2,8,3,102,0,0.003,0,0.003,0.4937,21.094,20.913,20.91,0.181,49.998,0,0.001,0.004,9
271,1,8,2,103,0,2.402,2.4,2.402,0.5031,21.134,20.877,20.874,0.257,32.186,0.035,0.038,0.047,9
272,1,8,1,104,0,2.434,2.4,2.434,0.5048,21.159,20.878,20.872,0.281,31.752,0.03,0.027,0.032,9
273,2,9,13,105,0,2.397,2.3,2.397,0.5171,21.407,20.911,20.911,0.496,32.021,0.033,0.03,0.033,9
274,2,9,12,106,0,2.394,2.3,2.394,0.5088,21.335,20.934,20.931,0.401,31.554,0.033,0.032,0.035,9
275,2,9,11,107,0,2.422,2.4,2.422,0.5056,21.378,20.991,20.991,0.387,31.386,0.035,0.032,0.038,9
276,2,9,9,109,0,2.317,2.3,2.317,0.5114,21.495,21.016,21.014,0.479,31.865,0.042,0.061,0.084,9
277,2,9,8,110,0,2.323,2.3,2.323,0.5039,21.421,20.992,20.99,0.429,31.584,0.033,0.03,0.035,9
278,2,9,7,111,0,2.32,2.3,2.32,0.5,21.277,20.949,20.951,0.328,31.221,0.036,0.038,0.047,9
279,2,9,6,112,0,2.343,2.3,2.343,0.5201,21.365,20.982,20.981,0.383,31.551,0.033,0.032,0.035,9
280,2,9,5,113,0,2.374,2.3,2.374,0.5017,21.245,20.944,20.944,0.301,32.106,0.032,0.03,0.033,9
281,2,9,4,114,0,2.382,2.3,2.382,0.5008,21.206,20.951,20.952,0.255,31.617,0.033,0.032,0.035,9
282,2,9,3,115,0,2.246,2.2,2.246,0.5061,21.536,21.086,21.083,0.45,31.047,0.033,0.032,0.039,9
283,2,9,2,116,0,0.019,0,0.019,0.4925,21.455,21.133,21.125,0.322,49.998,0.009,0.022,0.035,9
284,2,9,1,117,0,2.288,2.2,2.288,0.5012,21.6,21.292,21.287,0.308,31.283,0.029,0.027,0.032,9
285,1,10,13,118,0,2.391,2.3,2.391,0.5091,21.291,20.877,20.874,0.414,32.312,0.032,0.03,0.033,9
286,1,10,12,119,0,2.381,2.3,2.381,0.5096,21.319,20.831,20.828,0.488,32.291,0.032,0.029,0.033,9
287,1,10,11,120,0,2.371,2.3,2.371,0.5016,21.084,20.798,20.799,0.286,32.166,0.032,0.029,0.033,9
288,1,10,10,121,0,2.363,2.3,2.363,0.5084,21.237,20.801,20.803,0.436,32.121,0.167,0.329,0.486,9
289,1,10,9,122,0,2.375,2.3,2.375,0.5061,21.317,20.887,20.883,0.43,31.247,0.033,0.035,0.044,9
290,2,10,8,123,0,2.415,2.4,2.415,0.5061,21.398,21.047,21.04,0.351,31.358,0.03,0.035,0.049,9
291,1,10,7,124,0,2.414,2.4,2.414,0.5038,21.2,20.887,20.884,0.313,32.484,0.032,0.029,0.033,9
292,1,10,6,125,0,2.458,2.4,2.458,0.5119,21.378,20.889,20.888,0.489,32.608,0.032,0.029,0.033,9
293,2,10,5,126,0,2.419,2.4,2.419,0.5105,21.312,20.906,20.907,0.406,32.536,0.032,0.03,0.035,9
294,2,10,4,127,0,2.417,2.4,2.417,0.5185,21.327,20.928,20.929,0.399,32.362,0.032,0.029,0.033,9
295,1,10,3,128,0,2.391,2.3,2.391,0.5075,21.367,20.898,20.897,0.469,32.343,0.033,0.032,0.038,9
296,2,10,2,129,0,0.003,0,0.003,0.4985,21.153,20.895,20.893,0.258,49.998,0.001,0.006,0.018,9
297,2,10,1,130,0,2.384,2.3,2.384,0.509,21.455,20.974,20.969,0.481,32.195,0.032,0.029,0.033,9
298,2,11,13,131,0,2.347,2.3,2.347,0.5148,21.514,20.959,20.958,0.555,32.124,0.03,0.03,0.033,9
299,2,11,12,132,0,2.292,2.2,2.292,0.5121,21.521,20.958,20.958,0.563,31.923,0.032,0.03,0.033,9
300,2,11,11,133,0,2.383,2.3,2.383,0.5036,22.049,21.739,21.731,0.31,31.597,0.029,0.027,0.03,9
301,2,11,10,134,0,2.34,2.3,2.34,0.5259,22.028,21.413,21.409,0.615,31.282,0.033,0.039,0.053,9
302,2,11,9,135,0,2.375,2.3,2.375,0.5096,22.132,21.706,21.699,0.426,31.245,0.036,0.055,0.088,9
303,2,11,8,136,0,2.333,2.3,2.333,0.5167,21.738,21.279,21.276,0.459,31.375,0.029,0.027,0.032,9
304,2,11,7,137,0,2.191,2.1,2.191,0.5008,22.17,21.69,21.686,0.48,31.369,0.029,0.027,0.03,9
305,2,11,6,138,0,2.272,2.2,2.272,0.505,22.333,21.824,21.815,0.509,31.691,0.027,0.026,0.029,9
306,2,11,5,139,0,2.233,2.2,2.233,0.4999,22.214,21.819,21.811,0.395,30.89,0.027,0.027,0.03,9
307,2,11,4,140,0,2.309,2.3,2.309,0.7202,22.582,21.669,21.664,0.913,30.917,0.029,0.029,0.032,9
308,2,11,3,141,0,2.285,2.2,2.285,0.5022,21.85,21.462,21.459,0.388,31.384,0.029,0.027,0.032,9
309,2,11,2,142,0,2.27,2.2,2.27,0.5,21.642,21.354,21.354,0.288,31.52,0.03,0.029,0.033,9
310,2,11,1,143,0,2.312,2.3,2.312,0.5062,21.926,21.399,21.4,0.527,30.987,0.03,0.03,0.035,9
311,2,12,13,144,0,2.338,2.3,2.338,0.513,21.673,21.207,21.203,0.466,31.979,0.029,0.027,0.03,9
312,2,12,12,145,0,2.297,2.2,2.297,0.5322,21.992,21.377,21.373,0.615,31.489,0.03,0.029,0.032,9
313,2,12,11,146,0,2.279,2.2,2.279,0.5012,21.657,21.362,21.36,0.295,31.127,0.032,0.03,0.033,9
314,2,12,10,147,0,2.33,2.3,2.33,0.6141,21.904,21.391,21.39,0.513,30.756,0.032,0.03,0.035,9
315,2,12,9,148,0,2.35,2.3,2.35,0.5003,21.655,21.391,21.388,0.264,31.117,0.033,0.038,0.055,9
316,2,12,8,149,0,2.363,2.3,2.363,0.5026,21.675,21.359,21.359,0.316,31.543,0.03,0.029,0.033,9
317,2,12,7,150,0,2.346,2.3,2.346,0.5082,21.896,21.386,21.388,0.51,31.144,0.032,0.03,0.033,9
318,2,12,6,151,0,2.374,2.3,2.374,0.5034,21.816,21.409,21.408,0.407,30.803,0.033,0.03,0.035,9
319,2,12,5,152,0,2.286,2.2,2.286,0.5096,22.046,21.478,21.475,0.568,31.01,0.03,0.029,0.032,9
320,2,12,4,153,0,2.25,2.2,2.25,0.5285,22.106,21.576,21.576,0.53,30.729,0.044,0.059,0.079,9
321,2,12,3,154,0,2.242,2.2,2.242,0.5233,22.248,21.663,21.661,0.585,31.105,0.03,0.029,0.032,9
322,2,12,2,155,0,2.264,2.2,2.264,0.5287,22.269,21.798,21.794,0.471,30.751,0.044,0.059,0.081,9
323,2,12,1,156,0,2.253,2.2,2.253,0.5124,22.654,22.078,22.072,0.576,30.323,0.03,0.027,0.032,9
324,2,13,13,157,0,2.415,2.4,2.415,0.525,21.849,21.368,21.368,0.481,31.48,0.032,0.03,0.032,9
325,2,13,12,158,0,2.393,2.3,2.393,0.5026,21.643,21.358,21.356,0.285,31.398,0.032,0.03,0.033,9
326,2,13,11,159,0,2.365,2.3,2.365,0.5269,21.964,21.391,21.392,0.573,31.247,0.032,0.029,0.033,9
327,2,13,10,160,0,2.343,2.3,2.343,0.5154,21.926,21.381,21.381,0.545,31.418,0.032,0.029,0.033,9
328,2,13,9,161,0,0.003,0,0.003,0.5078,21.837,21.402,21.402,0.435,49.998,0.01,0.027,0.047,9
329,2,13,8,162,0,2.278,2.2,2.278,0.5045,22.185,21.755,21.752,0.43,31.366,0.029,0.027,0.029,9
330,2,13,7,163,0,2.279,2.2,2.279,0.5919,22.03,21.512,21.514,0.518,31.341,0.03,0.027,0.03,9
331,2,13,6,164,0,2.265,2.2,2.265,0.5218,21.875,21.427,21.424,0.448,31.351,0.03,0.03,0.036,9
332,2,13,5,165,0,2.296,2.2,2.296,0.5179,21.939,21.415,21.417,0.524,31.393,0.03,0.027,0.032,9
333,2,13,4,166,0,2.3,2.3,2.3,0.5061,21.954,21.414,21.411,0.54,31.173,0.03,0.029,0.032,9
334,2,13,3,167,0,2.34,2.3,2.34,0.5022,21.74,21.404,21.404,0.336,31.395,0.03,0.029,0.032,9
335,2,13,2,168,0,2.233,2.2,2.233,0.5008,22.224,21.934,21.931,0.29,30.825,0.044,0.059,0.081,9
336,2,13,1,169,0,2.249,2.2,2.249,0.5189,22.894,22.305,22.299,0.589,30.825,0.027,0.029,0.036,9
337,1,1,13,1,0,2.257,2.2,2.257,0.5017,21.137,20.799,20.796,0.338,31.301,0.033,0.032,0.035,2
338,1,1,12,2,0,2.23,2.2,2.23,0.4999,21.153,20.833,20.831,0.32,31.463,0.03,0.029,0.033,2
339,2,1,11,3,0,2.129,2.1,2.129,0.4996,21.304,20.929,20.928,0.375,31.521,0.03,0.029,0.032,2
340,2,1,10,4,0,2.184,2.1,2.184,0.5003,21.373,21.011,21.008,0.362,31.155,0.03,0.029,0.032,2
341,2,1,9,5,0,2.207,2.2,2.207,0.5036,21.575,21.179,21.172,0.396,30.976,0.03,0.027,0.032,2
342,1,1,8,6,0,2.276,2.2,2.276,0.5028,21.234,20.847,20.846,0.387,31.434,0.033,0.03,0.035,2
343,1,1,7,7,0,2.279,2.2,2.279,0.5016,21.209,20.832,20.831,0.377,31.338,0.033,0.032,0.035,2
344,1,1,6,8,0,2.264,2.2,2.264,0.4986,21.045,20.784,20.783,0.261,31.514,0.032,0.03,0.033,2
345,1,1,5,9,0,2.205,2.2,2.205,0.498,21.138,20.819,20.816,0.319,31.696,0.03,0.029,0.032,2
346,1,1,4,10,0,2.208,2.2,2.208,0.4976,21.139,20.876,20.874,0.263,31.58,0.03,0.029,0.032,2
347,2,1,3,11,0,2.199,2.1,2.199,0.4999,21.324,21.029,21.028,0.295,31.492,0.03,0.029,0.032,2
348,2,1,2,12,0,2.323,2.3,2.323,0.5023,21.493,21.245,21.239,0.248,31.354,0.029,0.027,0.032,2
349,1,1,1,13,0,2.3,2.3,2.3,0.4997,21.121,20.821,20.82,0.3,31.549,0.033,0.033,0.042,2
350,5,2,13,14,0,2.279,2.2,2.279,0.5002,21.05,20.829,20.827,0.221,49.998,0,0.001,0.001,2
351,1,2,12,15,0,2.312,2.3,2.312,0.5036,21.294,20.889,20.887,0.405,31.239,0.032,0.03,0.033,2
352,1,2,11,16,0,2.285,2.2,2.285,0.5142,21.492,20.88,20.879,0.612,30.885,0.033,0.032,0.035,2
353,2,2,10,17,0,2.307,2.3,2.307,0.5026,21.383,20.987,20.985,0.396,30.879,0.032,0.029,0.033,2
354,2,2,9,18,0,2.309,2.3,2.309,0.5804,21.568,21.086,21.084,0.482,31.119,0.03,0.029,0.032,2
355,2,2,8,19,0,2.409,2.4,2.409,0.5124,21.881,21.408,21.402,0.473,30.716,0.03,0.027,0.032,2
356,2,2,7,20,0,2.396,2.3,2.396,0.5034,21.559,21.285,21.28,0.274,31.403,0.029,0.027,0.03,2
357,2,2,6,21,0,2.318,2.3,2.318,0.5029,21.465,21.137,21.129,0.328,31.442,0.029,0.029,0.032,2
358,2,2,5,22,0,2.307,2.3,2.307,0.507,21.594,21.046,21.04,0.548,31.273,0.032,0.029,0.032,2
359,2,2,4,23,0,2.321,2.3,2.321,0.5068,21.45,20.975,20.973,0.475,31.647,0.03,0.029,0.032,2
360,1,2,3,24,0,2.275,2.2,2.275,0.5,21.132,20.827,20.826,0.305,31.636,0.032,0.03,0.033,2
361,1,2,2,25,0,2.276,2.2,2.276,0.4997,21.103,20.819,20.819,0.284,31.46,0.038,0.044,0.059,2
362,1,2,1,26,0,2.3,2.3,2.3,0.5035,21.257,20.854,20.854,0.403,31.535,0.035,0.042,0.059,2
363,1,3,13,27,0,2.216,2.2,2.216,0.4986,21.093,20.806,20.806,0.287,31.48,0.03,0.029,0.033,2
364,2,3,12,28,0,2.244,2.2,2.244,0.5025,21.397,20.966,20.961,0.431,31.568,0.03,0.029,0.032,2
365,2,3,11,29,0,2.226,2.2,2.226,0.5447,21.747,21.081,21.078,0.666,31.114,0.03,0.029,0.032,2
366,2,3,10,30,0,2.253,2.2,2.253,0.5122,21.764,21.217,21.207,0.547,30.046,0.033,0.03,0.035,2
367,2,3,9,31,0,2.317,2.3,2.317,0.5045,21.549,21.132,21.125,0.417,31.292,0.03,0.027,0.032,2
368,2,3,8,32,0,2.212,2.2,2.212,0.6222,21.703,21.048,21.043,0.655,31.451,0.03,0.032,0.041,2
369,2,3,7,33,0,2.223,2.2,2.223,0.5098,21.529,20.952,20.948,0.577,31.341,0.03,0.029,0.032,2
370,1,3,6,34,0,2.222,2.2,2.222,0.5,21.257,20.847,20.844,0.41,31.439,0.03,0.029,0.032,2
371,2,3,5,35,0,2.259,2.2,2.259,0.5059,21.418,20.97,20.971,0.448,31.532,0.032,0.03,0.033,2
372,2,3,4,36,0,2.314,2.3,2.314,0.5047,21.477,21.002,21.001,0.475,31.722,0.033,0.03,0.033,2
373,2,3,3,37,0,2.285,2.2,2.285,0.5005,21.22,20.949,20.948,0.271,31.605,0.032,0.03,0.035,2
374,2,3,2,38,0,2.291,2.2,2.291,0.4996,21.272,20.954,20.953,0.318,31.42,0.032,0.03,0.035,2
375,2,3,1,39,0,2.3,2.3,2.3,0.5082,21.337,20.904,20.9,0.433,31.525,0.032,0.032,0.038,2
376,2,4,13,40,0,2.481,2.4,2.481,0.536,21.707,21.137,21.134,0.57,31.688,0.03,0.027,0.032,2
377,2,4,12,41,0,2.455,2.4,2.455,0.5284,21.68,21.231,21.223,0.449,31.737,0.03,0.027,0.032,2
378,2,4,11,42,0,2.439,2.4,2.439,0.5204,22.055,21.442,21.431,0.613,31.63,0.027,0.026,0.029,2
379,2,4,10,43,0,0.003,0,0.003,0.4985,21.607,21.337,21.334,0.27,49.998,0,0,0.003,2
380,2,4,9,44,0,2.316,2.3,2.316,0.5196,21.73,21.265,21.26,0.465,30.609,0.068,0.13,0.201,2
381,2,4,8,45,0,2.277,2.2,2.277,0.502,21.394,21.102,21.1,0.292,30.976,0.032,0.029,0.033,2
382,2,4,7,46,0,2.462,2.4,2.462,0.5186,21.714,21.196,21.186,0.518,31.355,0.029,0.027,0.03,2
383,2,4,6,47,0,2.411,2.4,2.411,0.5064,21.646,21.294,21.286,0.352,31.184,0.029,0.027,0.032,2
384,2,4,5,48,0,2.405,2.4,2.405,0.5278,21.917,21.356,21.346,0.561,31.297,0.029,0.027,0.03,2
385,2,4,4,49,0,2.365,2.3,2.365,0.5183,22.154,21.516,21.513,0.638,31.308,0.027,0.026,0.03,2
386,2,4,3,50,0,2.314,2.3,2.314,0.5121,21.99,21.421,21.412,0.569,30.526,0.03,0.029,0.032,2
387,2,4,2,51,0,0.005,0,0.005,0.4977,21.737,21.305,21.3,0.432,49.998,0.001,0.003,0.006,2
388,2,4,1,52,0,2.28,2.2,2.28,0.5124,21.71,21.203,21.197,0.507,30.097,0.052,0.085,0.131,2
389,2,5,13,53,0,2.185,2.1,2.185,0.5065,21.649,21.137,21.131,0.512,31.521,0.03,0.029,0.032,2
390,2,5,12,54,0,2.218,2.2,2.218,0.5068,21.667,21.24,21.234,0.427,31.308,0.03,0.029,0.032,2
391,2,5,11,55,0,2.212,2.2,2.212,0.4993,21.686,21.367,21.363,0.319,31.093,0.03,0.029,0.032,2
392,2,5,10,56,0,2.212,2.2,2.212,0.5114,21.993,21.531,21.529,0.462,31.341,0.027,0.027,0.03,2
393,2,5,9,57,0,2.223,2.2,2.223,0.5032,22.113,21.652,21.644,0.461,30.962,0.029,0.03,0.036,2
394,2,5,8,58,0,2.199,2.1,2.199,0.4985,21.737,21.429,21.425,0.308,31.065,0.03,0.027,0.032,2
395,2,5,7,59,0,2.253,2.2,2.253,0.5,21.26,20.903,20.903,0.357,31.282,0.032,0.03,0.033,2
396,2,5,6,60,0,2.244,2.2,2.244,0.6691,21.541,20.963,20.963,0.578,31.525,0.03,0.03,0.033,2
397,2,5,5,61,0,2.19,2.1,2.19,0.5151,21.519,20.962,20.962,0.557,31.357,0.032,0.03,0.033,2
398,2,5,4,62,0,2.141,2.1,2.141,0.5157,21.501,20.969,20.967,0.532,31.212,0.032,0.03,0.033,2
399,2,5,3,63,0,2.125,2.1,2.125,0.5038,21.574,21.082,21.08,0.492,31.32,0.032,0.03,0.033,2
400,2,5,2,64,0,2.205,2.2,2.205,0.5232,21.62,21.146,21.146,0.474,31.453,0.032,0.033,0.042,2
401,2,5,1,65,0,2.226,2.2,2.226,0.5183,21.758,21.286,21.285,0.472,31.34,0.03,0.03,0.036,2
402,2,6,13,66,0,2.36,2.3,2.36,0.5168,21.658,21.001,20.995,0.657,31.738,0.029,0.027,0.03,2
403,2,6,12,67,0,2.36,2.3,2.36,0.5059,21.302,20.905,20.904,0.397,31.714,0.03,0.027,0.032,2
404,2,6,11,68,0,2.365,2.3,2.365,0.5386,21.58,20.926,20.926,0.654,31.269,0.032,0.029,0.032,2
405,1,6,10,69,0,2.386,2.3,2.386,0.5032,21.235,20.87,20.867,0.365,31.093,0.032,0.03,0.033,2
406,1,6,9,70,0,2.433,2.4,2.433,0.5116,21.307,20.899,20.899,0.408,31.534,0.032,0.029,0.032,2
407,1,6,8,71,0,2.446,2.4,2.446,0.5085,21.317,20.844,20.841,0.473,31.9,0.03,0.029,0.032,2
408,1,6,7,72,0,2.417,2.4,2.417,0.5055,21.222,20.844,20.843,0.378,31.916,0.03,0.029,0.032,2
409,2,6,6,73,0,2.422,2.4,2.422,0.5041,21.343,21.064,21.056,0.279,30.279,0.033,0.03,0.035,2
410,2,6,5,74,0,2.496,2.4,2.496,0.5147,21.735,21.279,21.271,0.456,29.815,0.032,0.029,0.033,2
411,2,6,4,75,0,2.46,2.4,2.46,0.5041,21.214,20.941,20.936,0.273,31.503,0.029,0.026,0.03,2
412,1,6,3,76,0,2.397,2.3,2.397,0.5124,21.391,20.849,20.844,0.542,31.575,0.03,0.027,0.03,2
413,1,6,2,77,0,2.442,2.4,2.442,0.5085,21.35,20.831,20.828,0.519,31.955,0.03,0.029,0.032,2
414,1,6,1,78,0,2.472,2.4,2.472,0.519,21.344,20.855,20.852,0.489,31.992,0.032,0.029,0.033,2
415,1,7,13,79,0,2.337,2.3,2.337,0.5006,21.136,20.87,20.867,0.266,32.162,0.032,0.03,0.033,2
416,1,7,12,80,0,2.342,2.3,2.342,0.5002,21.064,20.802,20.8,0.262,32.202,0.032,0.03,0.033,2
417,1,7,11,81,0,2.265,2.2,2.265,0.5147,21.24,20.771,20.773,0.469,32.218,0.032,0.03,0.033,2
418,1,7,10,82,0,2.304,2.3,2.304,0.5121,21.357,20.813,20.812,0.544,32.01,0.033,0.03,0.033,2
419,1,7,9,83,0,2.326,2.3,2.326,0.5098,21.243,20.814,20.813,0.429,32.139,0.032,0.03,0.036,2
420,1,7,8,84,0,2.346,2.3,2.346,0.5039,21.192,20.803,20.803,0.389,32.118,0.032,0.029,0.033,2
421,1,7,7,85,0,2.286,2.2,2.286,0.502,21.236,20.893,20.893,0.343,32.123,0.032,0.03,0.035,2
422,1,7,6,86,0,2.283,2.2,2.283,0.5023,21.273,20.883,20.883,0.39,31.975,0.033,0.033,0.041,2
423,2,7,5,87,0,2.252,2.2,2.252,0.8476,21.887,20.944,20.944,0.943,24.172,0.026,0.03,0.033,2
424,2,7,4,88,0,2.261,2.2,2.261,0.5116,21.597,20.998,21,0.599,31.717,0.032,0.03,0.033,2
425,2,7,3,89,0,2.247,2.2,2.247,0.4982,21.255,20.996,20.994,0.259,31.725,0.032,0.03,0.033,2
426,2,7,2,90,0,2.275,2.2,2.275,0.5226,21.563,21.076,21.074,0.487,31.696,0.032,0.032,0.038,2
427,2,7,1,91,0,2.241,2.2,2.241,0.5017,21.566,21.164,21.163,0.402,31.834,0.087,0.163,0.239,2
428,1,8,13,92,0,2.36,2.3,2.36,0.5029,21.185,20.86,20.859,0.325,31.36,0.032,0.03,0.033,2
429,2,8,12,93,0,2.412,2.4,2.412,0.516,21.472,20.933,20.929,0.539,31.935,0.044,0.061,0.081,2
430,2,8,10,95,0,2.398,2.3,2.398,0.5118,21.589,21.146,21.143,0.443,31.09,0.03,0.029,0.033,2
431,2,8,9,96,0,2.365,2.3,2.365,0.5011,21.418,21.111,21.109,0.307,31.853,0.029,0.027,0.03,2
432,2,8,8,97,0,2.355,2.3,2.355,0.509,21.64,21.221,21.216,0.419,31.867,0.029,0.026,0.03,2
433,2,8,7,98,0,2.381,2.3,2.381,0.5025,21.777,21.429,21.421,0.348,31.309,0.029,0.027,0.03,2
434,2,8,6,99,0,2.411,2.4,2.411,0.5116,22.307,21.782,21.771,0.525,30.746,0.029,0.027,0.03,2
435,2,8,5,100,0,2.443,2.4,2.443,0.5134,22.211,21.727,21.716,0.484,30.907,0.029,0.027,0.033,2
